"No.","Time","Source","Destination","Protocol","Length","Info"
"363","8.325196","88:0a:3c:00:d8:c4","MurataMa_bd:be:00","LLC","132","U F, func=Unknown; DSAP ISO Network Layer (OSLAN 1) Group, SSAP NetBIOS Response"
"364","8.325492","35:2c:27:43:98:01","61:d2:99:13:4d:c8","802.11","132","Reassociation Request, SN=3847, FN=13, Flags=o..P..F.C, SSID=Wildcard (Broadcast)[Malformed Packet]"
"365","8.326256","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"366","8.326342","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"367","8.396664","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=450, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"368","8.499057","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=451, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"369","8.526759","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2207, FN=0, Flags=...P...TC"
"370","8.526835","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2207, FN=0, Flags=...PR..TC"
"371","8.526884","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2207, FN=0, Flags=...PR..TC"
"372","8.527431","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2207, FN=0, Flags=...PR..TC"
"373","8.527518","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"374","8.532744","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Acknowledgement, Flags=........C"
"375","8.572660","","","802.11","1020","Unrecognized (Reserved frame), Flags=opm....TC"
"376","8.601461","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=452, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"377","8.703756","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=453, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"378","8.806262","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=454, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"379","8.908628","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=455, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"380","9.011054","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=456, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"381","9.113463","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=457, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"382","9.215868","27:17:36:98:61:16","ff:ff:99:2f:2e:6a","802.11","334","Beacon frame, SN=994, FN=1, Flags=........C, BI=100, SSID=DVD-1"
"383","9.293435","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"384","9.293505","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"385","9.293552","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"386","9.294244","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"387","9.294316","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"388","9.294364","MurataMa_bd:86:52","Cisco-Li_f7:cd:bc","ARP","114","Who has 192.168.1.1? Tell 192.168.1.112"
"389","9.294442","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"390","9.294541","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2208, FN=0, Flags=.......TC"
"391","9.295134","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"392","9.295283","84:96:e9:aa:0e:a0","b4:a0:14:9a:4a:c3","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"393","9.295740","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2208, FN=0, Flags=....R..TC"
"394","9.295828","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","0.57.203.7 is at 00:1c:10:f7:cd:bc"
"395","9.296653","d9:29:dc:66:07:ba","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"396","9.297257","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2208, FN=0, Flags=....R..TC"
"397","9.297345","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"398","9.297984","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"399","9.298678","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2208, FN=0, Flags=....R..TC"
"400","9.300027","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2208, FN=0, Flags=....R..TC"
"401","9.300114","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"402","9.318279","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=459, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet: length of contained item exceeds length of containing item]"
"403","9.362535","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2209, FN=0, Flags=...P...TC"
"404","9.362617","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"405","9.420643","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=460, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"406","9.523022","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=461, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"407","9.525723","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2210, FN=0, Flags=.......TC"
"408","9.525812","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"409","9.525899","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2211, FN=0, Flags=...P...TC"
"410","9.525949","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2211, FN=0, Flags=...PR..TC"
"411","9.526447","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2211, FN=0, Flags=...PR..TC"
"412","9.526534","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"413","9.625458","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=462, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"414","9.727845","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=463, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"415","9.830227","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=464, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"416","9.932618","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=465, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"417","10.034854","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=466, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"418","10.137425","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=467, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"419","10.239817","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=468, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"420","10.283559","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"421","10.283628","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"422","10.283676","MurataMa_bd:86:52","Cisco-Li_f7:cd:bc","ARP","114","Who has 192.168.1.1? Tell 192.168.1.112"
"423","10.283807","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"424","10.284004","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2212, FN=0, Flags=.......TC"
"425","10.284074","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"426","10.284277","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","204.168.1.1 is at 00:1c:10:f7:cd:e8"
"427","10.284742","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","8.84.79.153 is at 00:1c:10:f7:cd:66"
"428","10.285344","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","LLC","132","U, func=Unknown; SNAP, OUI 0x010000 (Unknown), PID 0x0806"
"429","10.285939","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","LLC","132","U, func=UI; SNAP, OUI 0x000000 (Officially Xerox, but 0:0:0:0:0:0 is more common), PID 0x7BA2"
"430","10.286361","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","LLC","132","U, func=UI; SNAP, OUI 0x000000 (Officially Xerox, but 0:0:0:0:0:0 is more common), PID 0x0886"
"431","10.286653","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"432","10.287169","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"433","10.287255","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"434","10.338910","Cisco-Li_a1:f7:0f","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=183, FN=0, Flags=.......TC"
"435","10.339029","","Cisco-Li_a1:f7:0f (98:fc:11:a1:f7:0f) (RA)","802.11","39","Acknowledgement, Flags=........C"
"436","10.342193","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=469, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"437","10.444596","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=470, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"438","10.488107","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2213, FN=0, Flags=...P...TC"
"439","10.488182","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2213, FN=0, Flags=...PR..TC"
"440","10.488229","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"441","10.546839","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=471, FN=0, Flags=........C, BI=63627, SSID=\\026\\v\\a\\003\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\000\\357\\277\\275\\030\\000P\\357\\277\\275[Malformed Packet: length of contained item exceeds length of containing item]"
"442","10.609328","4a:14:00:e5:f7:e8","97:e2:5d:b4:71:d5","802.11","1426","Fragmented IEEE 802.11 frame"
"443","10.649407","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=472, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"444","10.746126","87:df:be:b4:af:db","52:8a:64:4f:72:b8","802.11","1637","Fragmented IEEE 802.11 frame"
"445","10.751777","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=473, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"446","10.854208","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=474, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"447","10.857735","","d1:a8:97:66:79:19 (d1:a8:97:66:79:19) (RA)","802.11","597","Unrecognized (Reserved frame), Flags=o.mP.M.TC"
"448","10.956601","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=475, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"449","11.058968","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=476, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"450","11.161349","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=477, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"451","11.263755","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=478, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"452","11.302395","Apple_d4:76:3b","Broadcast","802.11","193","Probe Request, SN=2907, FN=0, Flags=........C, SSID=Bachar"
"453","11.312633","Apple_d4:76:3b","Broadcast","802.11","193","Probe Request, SN=2908, FN=0, Flags=........C, SSID=Bachar"
"454","11.367538","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=479, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"455","11.461440","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"456","11.461492","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"457","11.461540","MurataMa_bd:86:52","Broadcast","ARP","114","Who has 192.168.1.1? Tell 192.168.1.112"
"458","11.461620","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"459","11.461717","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2214, FN=0, Flags=.......TC"
"460","11.461765","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"461","11.462317","91:ca:ac:aa:03:00","1c:b5:7c:93:5c:79","802.11","132","Unrecognized (Reserved frame), SN=3452, FN=5, Flags=op.PR.FTC"
"462","11.462386","88:0a:5c:8e:8c:d2","8c:d2:99:fa:08:06","LLC","132","I, N(R)=14, N(S)=0; DSAP NULL LSAP Individual, SSAP LLC Sub-Layer Management Command"
"463","11.462997","","1d:38:fb:10:17:2c (1d:38:fb:10:17:2c) (RA)","802.11","132","Unrecognized (Reserved frame), Flags=....RMFTC"
"464","11.463476","e6:7d:9e:0b:83:bc","MurataMa_bd:86:3f","LLC","132","U, func=UI; SNAP, OUI 0x000000 (Officially Xerox, but 0:0:0:0:0:0 is more common), PID 0xC897"
"465","11.463755","5d:a3:fb:aa:0e:70","MurataMa_bd:86:52","ARP","132","Unknown ARP opcode 0x8021"
"466","11.464045","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"467","11.464338","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"468","11.464584","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"469","11.468574","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=480, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet: length of contained item exceeds length of containing item]"
"470","11.570893","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=481, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"471","11.571614","77:04:7d:11:9b:a6","Broadcast","LLC","89","S F, func=RNR, N(R)=54; DSAP 0xd4 Group, SSAP 0xac Response"
"472","11.619992","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"473","11.620064","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"474","11.620112","MurataMa_bd:86:52","Broadcast","ARP","114","Who has 192.168.1.119? Tell 192.168.1.112"
"475","11.620189","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"476","11.620660","61:dc:ee:9b:bb:98","b9:ed:99:b3:e6:21","802.11","132","QoS Data + CF-Ack + CF-Poll, SN=3059, FN=12, Flags=opm.RM.TC"
"477","11.620728","0c:41:67:4d:ae:54 (0c:41:67:4d:ae:54) (TA)","e5:18:84:c1:c0:8d (e5:18:84:c1:c0:8d) (RA)","802.11","132","Beamforming Report Poll, Flags=o.mP.MFTC"
"478","11.621237","17:77:2c:b1:18:df (17:77:2c:b1:18:df) (TA)","c9:1a:5e:78:38:d9 (c9:1a:5e:78:38:d9) (BSSID)","802.11","132","Power-Save poll, Flags=o.m.RMFTC"
"479","11.621946","a9:66:83:de:b6:0d","fb:31:72:4d:c7:8d","802.11","132","Data + CF-Ack, SN=1961, FN=13, Flags=opm.R..TC"
"480","11.622658","68:a4:fb:08:65:11","2e:70:fa:5a:4f:12","802.11","132","Unrecognized (Reserved frame), SN=2200, FN=7, Flags=o.m.....C"
"481","11.623138","","","802.11","132","Unrecognized (Reserved frame), Flags=....R.FTC"
"482","11.623581","PhilipsL_77:35:80","MurataMa_bd:86:52","ARP","132","192.168.1.119 is at 00:17:88:77:35:80"
"483","11.623672","PhilipsL_77:35:80","MurataMa_bd:86:52","LLC","132","U, func=UI; SNAP, OUI 0x3852D9 (Unknown), PID 0x3DCA"
"484","11.673353","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=483, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"485","11.673494","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2215, FN=0, Flags=...P...TC"
"486","11.673567","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"487","11.674201","MurataMa_bd:86:52","Broadcast","ARP","89","Who has 192.168.1.119? Tell 192.168.1.112"
"488","11.770834","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2216, FN=0, Flags=.......TC"
"489","11.770908","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2216, FN=0, Flags=....R..TC"
"490","11.770953","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2216, FN=0, Flags=....R..TC"
"491","11.771647","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2216, FN=0, Flags=....R..TC"
"492","11.772387","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2217, FN=0, Flags=...P...TC"
"493","11.772462","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"494","11.775806","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=485, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"495","11.856947","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2218, FN=0, Flags=.......TC"
"496","11.857034","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"497","11.857118","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2219, FN=0, Flags=...P...TC"
"498","11.857167","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"499","11.878145","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=486, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"500","11.980551","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=487, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"501","12.082929","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=488, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"502","12.185329","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=489, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"503","12.390128","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=491, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"504","12.455591","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"505","12.455643","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"506","12.455691","MurataMa_bd:86:52","Broadcast","ARP","114","Who has 192.168.1.1? Tell 192.168.1.112"
"507","12.455819","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"508","12.455866","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"509","12.455913","MurataMa_bd:86:52","Broadcast","ARP","114","Who has 192.168.1.1? Tell 192.168.1.112"
"510","12.455989","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"511","12.456979","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:e8 (duplicate use of 192.168.1.1 detected!)"
"512","12.457046","8e:55:10:25:bb:14","Cisco-Li_f7:cd:3c","802.11","132","Fragmented IEEE 802.11 frame"
"513","12.457126","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","LLC","132","U, func=UI; SNAP, OUI 0x380000 (Unknown), PID 0x6808"
"514","12.457970","","4a:d4:5e:2b:bc:5b (4a:d4:5e:2b:bc:5b) (RA)","802.11","132","Unrecognized (Reserved frame), Flags=.pm.R...C"
"515","12.458037","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","127.46.56.20 is at 00:36:f6:aa:fb:8e"
"516","12.458462","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"517","12.458786","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"518","12.459603","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"519","12.460671","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"520","12.460743","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"521","12.476119","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"522","12.489178","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"523","12.489284","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"524","12.492532","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=492, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"525","12.493272","MurataMa_bd:86:52","Broadcast","ARP","89","Who has 192.168.1.1? Tell 192.168.1.112"
"526","12.501782","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2220, FN=0, Flags=.......TC"
"527","12.501869","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"528","12.507369","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2220, FN=0, Flags=....R..TC"
"529","12.507447","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"530","12.507495","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2220, FN=0, Flags=....R..TC"
"531","12.507543","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"532","12.508447","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"533","12.508498","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"534","12.508546","MurataMa_bd:86:52","Broadcast","ARP","114","Who has 192.168.1.1? Tell 192.168.1.112"
"535","12.508619","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"536","12.594905","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=494, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"537","12.619675","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"538","12.619747","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"539","12.619795","MurataMa_bd:86:52","Broadcast","ARP","114","Who has 192.168.1.119? Tell 192.168.1.112"
"540","12.619872","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"541","12.620321","88:02:3c:80:e1:96","e1:96:b3:a1:df:4e","LLC","132","S F, func=REJ, N(R)=125; DSAP 0x26 Group, SSAP Texas Instruments Response"
"542","12.620574","PhilipsL_77:35:80","MurataMa_bd:86:52","ARP","132","8.57.203.113 is at 00:17:88:17:4b:57"
"543","12.621079","PhilipsL_77:35:80","MurataMa_bd:86:52","ARP","132","192.168.1.119 is at 00:17:88:77:3c:80"
"544","12.621159","54:db:67:6d:d3:c8","d8:c4:ea:44:5b:77","ARP","132","192.168.1.119 is at 00:17:88:77:35:80"
"545","12.621834","14:dc:fe:d8:0b:b9","23:86:f0:6a:d2:d6","802.11","132","Data + CF-Ack, SN=1473, FN=8, Flags=.pmPRMFTC"
